x, y, z
-4147911.3660163465, 2866501.5531167276, -3893911.129811068
-4147911.8504740703, 2866500.796263825, -3893911.105133644
-4147912.4224918466, 2866501.1915686126, -3893910.210826146
-4147911.9380340567, 2866501.9484216194, -3893910.2355035646
-4147911.459906109, 2866502.7096490134, -3893910.266163388
-4147913.633404083, 2866497.6573218917, -3893912.2959109372
-4147914.4252142254, 2866484.0041622343, -3893925.433074103
-4147913.771038062, 2866484.6437266674, -3893926.246104877
-4147915.444093396, 2866483.616631598, -3893924.4756117053
-4147917.1732116495, 2866484.8115665508, -3893921.805031164
-4147916.0161144133, 2866484.0119359135, -3893923.5813054014
-4147914.279230206, 2866483.9032775937, -3893926.243861467
-4147915.279972864, 2866483.5032134675, -3893925.758368468
-4147915.9677146943, 2866482.886844918, -3893924.4879504545
-4147917.005853035, 2866482.510381658, -3893923.5506454865
-4147918.0623284294, 2866482.148831792, -3893922.631661579
-4147918.263302826, 2866484.4732473777, -3893920.914870548
-4147919.937943352, 2866486.7221788177, -3893917.2374703493
-4147920.3881039037, 2866484.8477386846, -3893918.1317774933
-4147920.3776972583, 2866483.7489027954, -3893919.077275802
-4147919.6177574736, 2866481.0382060003, -3893921.7007127213
-4147918.007598327, 2866481.0193663933, -3893923.5323243183
-4147917.581300917, 2866481.8164103804, -3893923.611965316
-4147918.5341226864, 2866481.3832289577, -3893922.59501925
-4147916.576652195, 2866482.213775747, -3893924.5799302193
-4147915.8297053254, 2866482.7914713626, -3893925.7953847228
-4147915.45148995, 2866482.5300996494, -3893926.386691888
-4147914.9017575383, 2866483.241841689, -3893926.3496756274
-4147916.216303238, 2866481.964751, -3893926.625988928
-4147916.594518684, 2866482.226122662, -3893926.0346817267
-4147917.527215085, 2866481.7790335403, -3893926.4336347003
-4147917.392243894, 2866481.6857596366, -3893924.8682082626
-4147918.0262440145, 2866481.0322517757, -3893924.9848655243
-4147918.297713708, 2866480.125970284, -3893924.7579073245
-4147918.668362332, 2866480.382112483, -3893923.673285145
-4147919.0912331874, 2866480.674343625, -3893922.638017901
-4147919.5563015556, 2866479.9040927887, -3893922.59501925
-4147918.9317135816, 2866479.47246222, -3893924.8745645876
-4147919.094659466, 2866479.5850683344, -3893923.5936441477
-4147918.581835282, 2866480.3223166885, -3893926.464294629
-4147918.0508360597, 2866481.049246478, -3893926.445973452
-4147917.148999554, 2866481.5176619194, -3893927.024941962
-4147918.216675254, 2866480.0699674645, -3893927.067940649
-4147919.1054560007, 2866479.592529436, -3893926.476633381
-4147919.916236553, 2866479.0611880627, -3893925.3224985637
-4147919.63094004, 2866478.8640298494, -3893923.617947738
-4147920.6064466196, 2866479.5381675474, -3893921.6700528213
-4147920.151134615, 2866479.22351771, -3893922.6746602296
-4147920.318210555, 2866478.245093493, -3893923.7839599587
-4147920.857395196, 2866478.6177045666, -3893922.858619675
-4147920.421519842, 2866478.3164868183, -3893925.31651614
-4147920.0496962294, 2866478.0595329194, -3893926.4029747723
-4147919.6971960505, 2866477.81593275, -3893927.0185856344
-4147918.727240326, 2866479.3311580145, -3893927.067940649
-4147920.9320846023, 2866477.5776769733, -3893925.31651614
-4147920.599032137, 2866477.347516505, -3893926.439617126
-4147920.795938466, 2866477.483591321, -3893923.7529261424
-4147921.335518794, 2866477.856475698, -3893922.827959767
-4147922.2212062576, 2866478.468542151, -3893920.7922309744
-4147921.1404754603, 2866479.9072157745, -3893920.736893606
-4147920.782359445, 2866481.8430213714, -3893919.928584091
-4147922.7410048987, 2866478.827756122, -3893919.848569265
-4147922.297572859, 2866480.7068443913, -3893918.9606186994
-4147923.6983003803, 2866477.303780564, -3893919.787249492
-4147923.366819022, 2866477.074706006, -3893920.90888813
-4147921.956462745, 2866477.19394477, -3893922.932278233
-4147921.6827933174, 2866477.004821835, -3893925.54347434
-4147921.5470428225, 2866476.911009632, -3893923.980258192
-4147920.7377108578, 2866476.3517099046, -3893927.036906814
-4147922.19440623, 2866476.264494704, -3893925.54347434
-4147921.6279351832, 2866475.873027426, -3893926.445973452
-4147922.188420596, 2866476.260358253, -3893924.10289785
-4147924.2044423106, 2866475.4702712735, -3893922.173323871
-4147924.2088649604, 2866476.5649701357, -3893919.787249492
-4147923.98103727, 2866476.4075268693, -3893921.006850228
-4147923.834394425, 2866479.583357932, -3893918.0091380035
-4147925.3216404994, 2866477.3339680354, -3893917.9661394022
-4147923.3130258657, 2866479.223059047, -3893918.9542623833
-4147923.371180607, 2866481.448776297, -3893917.1024921616
-4147921.412533298, 2866484.464042051, -3893917.1825069324
-4147921.9561882443, 2866485.9313877383, -3893915.3060588003
-4147922.551022428, 2866485.250812358, -3893915.385699634
-4147920.4227940147, 2866485.9655978945, -3893917.2131667975
-4147920.754274285, 2866486.1946725743, -3893916.0915279067
-4147924.0997258415, 2866484.135536355, -3893914.448393575
-4147925.0496448064, 2866482.608702858, -3893914.381091478
-4147926.045712857, 2866481.1115198242, -3893914.3564140424
-4147924.4064151216, 2866479.9786606696, -3893917.114830888
-4147925.948787311, 2866478.859009199, -3893916.1715426585
-4147926.4236116856, 2866477.0038563306, -3893917.0901534357
-4147925.239623773, 2866476.1856465125, -3893918.843961598
-4147925.8936614012, 2866477.729270463, -3893917.0718322964
-4147926.41385528, 2866478.0887571573, -3893916.1285440773
-4147925.964872127, 2866479.964009925, -3893915.2324003773
-4147927.5199040906, 2866478.853106465, -3893914.3010767624
-4147927.041780367, 2866479.614336446, -3893914.331736606
-4147926.7579931724, 2866480.5121068787, -3893913.112135629
-4147926.5301668565, 2866480.354664442, -3893914.331736606
-4147925.7566437284, 2866482.003398664, -3893913.130830652
-4147924.9030003557, 2866483.5990064573, -3893913.2901122454
-4147925.433347309, 2866482.8738659304, -3893913.308807268
-4147923.9900839613, 2866484.059766716, -3893912.9098554836
-4147923.4520165804, 2866484.7818133743, -3893914.3197717895
-4147925.021621548, 2866483.6809813506, -3893911.9643566906
-4147925.441193493, 2866482.879288147, -3893911.878359606
-4147926.973938205, 2866480.6613385943, -3893911.878359606
-4147925.9658630835, 2866482.1479826197, -3893911.8906983184
-4147927.3930417825, 2866479.857080274, -3893913.2287925705
-4147929.0071478393, 2866478.7892416576, -3893912.3513435717
-4147928.379477766, 2866479.447125948, -3893912.240669063
-4147929.055945628, 2866477.729078874, -3893913.35180582
-4147927.5039452827, 2866477.7504345234, -3893915.238382787
-4147927.5310486774, 2866479.9524517558, -3893911.921358148
-4147926.5248271762, 2866482.53426256, -3893910.9840519307
-4147928.103068617, 2866480.347753669, -3893911.027050463
-4147928.0728765083, 2866481.420774673, -3893910.0471195104
-4147925.5026473696, 2866484.0134012136, -3893910.9840519307
-4147925.928944988, 2866483.216355756, -3893910.90441117
-4147925.070019598, 2866484.806072168, -3893911.057710286
-4147923.5888490006, 2866484.876373473, -3893913.0141737103
-4147923.221103508, 2866485.713882126, -3893913.149151774
-4147922.798234364, 2866485.4216519436, -3893914.184419794
-4147924.1455583437, 2866486.352740764, -3893911.1500636567
-4147925.388838921, 2866485.026396964, -3893909.9241063455
-4147925.912460506, 2866484.296608519, -3893909.9364450523
-4147925.1889769863, 2866485.982165943, -3893910.2187397005
-4147926.3644738016, 2866483.517334138, -3893909.881107823
-4147927.4560075104, 2866483.1777677303, -3893908.991319892
-4147928.0314556956, 2866482.4837946133, -3893909.0526395105
-4147928.535295566, 2866481.7403355753, -3893909.0462832083
-4147929.13157317, 2866481.058515287, -3893909.126297832
-4147928.558378933, 2866480.66240186, -3893910.0224420973
-4147928.571033787, 2866482.8566774447, -3893908.127671698
-4147926.963779002, 2866483.9314925214, -3893909.0096409973
-4147928.0343568125, 2866483.5774440896, -3893908.1029942967
-4147925.864708931, 2866485.3552539544, -3893908.9359826758
-4147924.1939555886, 2866487.477831639, -3893910.243417114
-4147924.745204353, 2866486.7671353, -3893908.8440032485
-4147923.738645745, 2866487.1631826954, -3893911.2480255305
-4147922.7105372995, 2866486.4526923764, -3893913.149151774
-4147923.0849470613, 2866487.8053208324, -3893909.678827816
-4147923.6320292945, 2866488.1833906565, -3893908.758006223
-4147924.3707329603, 2866487.5999963894, -3893908.9726248863
-4147925.2586707566, 2866487.121974103, -3893907.8943580817
-4147925.8084039777, 2866486.410230266, -3893907.931374185
-4147926.940964087, 2866485.0073708193, -3893908.035692292
-4147926.384901104, 2866485.7147404286, -3893907.992693789
-4147928.010493486, 2866484.654839455, -3893907.12904549
-4147928.522107764, 2866483.9145111945, -3893907.12904549
-4147929.129997385, 2866483.242956896, -3893907.221024875
-4147929.0815993557, 2866482.1178661487, -3893908.127671698
-4147930.093624334, 2866481.723353415, -3893907.165687684
-4147929.6387101137, 2866481.408978951, -3893908.1706702006
-4147930.187645487, 2866482.882214187, -3893906.3002028777
-4147929.7031910666, 2866483.639070241, -3893906.324880268
-4147929.0953013613, 2866484.3106246316, -3893906.232900904
-4147927.3571067257, 2866485.294952219, -3893906.9940676116
-4147927.702815574, 2866485.533859327, -3893905.8829306406
-4147928.4341406035, 2866484.947606822, -3893906.091566759
-4147926.80737369, 2866486.006696341, -3893906.957051518
-4147925.906068197, 2866486.4777225913, -3893906.588760077
-4147925.002040411, 2866488.036271214, -3893906.699434459
-4147924.061227431, 2866488.479994812, -3893907.7287203707
-4147924.6217051684, 2866488.86732181, -3893905.3856438347
-4147925.812818677, 2866487.50492649, -3893905.5452990723
-4147923.746044253, 2866489.353828134, -3893906.4784595943
-4147926.9714904665, 2866486.12011166, -3893905.6742945216
-4147927.5435090605, 2866486.515413548, -3893904.779986303
-4147928.274834269, 2866485.9291611337, -3893904.9886223744
-4147929.0061594006, 2866485.3429085487, -3893905.197258445
-4147929.433505565, 2866484.544345368, -3893905.117617794
-4147929.6482743905, 2866484.6927643637, -3893903.885677963
-4147929.1884869183, 2866485.468908573, -3893903.9346588217
-4147928.6585351033, 2866486.1943231546, -3893903.9163377373
-4147926.9800674003, 2866487.2199258665, -3893904.731005434
-4147927.868657254, 2866486.7401120034, -3893903.6523645613
-4147925.6143447375, 2866488.459413635, -3893904.4053387353
-4147926.3848371124, 2866487.900228569, -3893904.650990883
-4147924.5272802957, 2866489.8937138543, -3893904.344019173
-4147924.1435796553, 2866489.6285513616, -3893905.416303623
-4147925.1094552744, 2866489.2043892303, -3893904.411695031
-4147923.2418073947, 2866490.09701293, -3893906.4844419933
-4147923.717676505, 2866490.4258700497, -3893905.4963181913
-4147923.6740957214, 2866489.304106945, -3893907.845377179
-4147922.539287765, 2866489.611525267, -3893908.690330303
-4147923.1113063823, 2866490.006828074, -3893907.7960223756
-4147922.8285641368, 2866490.903080366, -3893906.576421379
-4147923.2328250795, 2866491.182451599, -3893905.520621682
-4147923.997327712, 2866490.6191275837, -3893904.325698084
-4147924.569345686, 2866491.0144299464, -3893903.4313898487
-4147925.681473402, 2866489.5996913975, -3893903.517386776
-4147925.099298342, 2866490.289016117, -3893903.449710933
-4147926.7360964785, 2866488.1429717205, -3893903.54804655
-4147927.3439868335, 2866487.471417855, -3893903.640025872
-4147926.092063977, 2866489.883436504, -3893902.4675693004
-4147927.225020986, 2866488.480850471, -3893902.5722611877
-4147925.5751670226, 2866490.6178728146, -3893902.461586907
-4147924.960550513, 2866491.284778431, -3893902.363251313
-4147923.818634102, 2866491.587284645, -3893903.2044327413
-4147923.486760629, 2866491.357937974, -3893904.325698084
-4147922.8644257295, 2866492.0217509028, -3893905.655973429
-4147922.9035369004, 2866492.0487793363, -3893904.2580222264
-4147922.5295269312, 2866490.6964257425, -3893907.7287203707
-4147922.095849532, 2866491.4906133646, -3893907.802378676
-4147922.2912329943, 2866491.6256363997, -3893906.5521178823
-4147922.0548320985, 2866490.3683800013, -3893908.71500771
-4147922.120044091, 2866492.5989797125, -3893905.4349986156
-4147923.410672216, 2866492.399243746, -3893903.3023944586
-4147922.4709076746, 2866492.8414499993, -3893904.3316804804
-4147922.6338491943, 2866492.9540535263, -3893903.0507599716
-4147923.9838644727, 2866492.7953579174, -3893902.4062497667
-4147924.957118391, 2866492.3740531057, -3893901.4076233506
-4147926.1084135114, 2866490.986381369, -3893901.53063629
-4147927.21671388, 2866490.660643595, -3893900.660631175
-4147926.618980527, 2866490.2475705137, -3893901.53063629
-4147926.245243255, 2866491.080939762, -3893900.2250383445
-4147925.029065541, 2866492.4237733777, -3893900.040705927
-4147924.3418488135, 2866493.0427490314, -3893901.3096616785
-4147923.727231896, 2866493.7096543624, -3893901.211326107
-4147923.207041343, 2866493.3501677746, -3893902.154615338
-4147921.9610754675, 2866493.58076824, -3893902.897461102
-4147921.882402092, 2866493.5263996366, -3893904.2580222264
-4147923.0671179914, 2866494.3451181543, -3893901.069992092
-4147922.0226514493, 2866494.717209767, -3893902.001316503
-4147921.4494594648, 2866494.32109533, -3893902.897461102
-4147924.699776062, 2866493.29010069, -3893898.778106513
-4147924.6437818725, 2866494.343051916, -3893899.2077168543
-4147923.6458608303, 2866494.745068454, -3893900.18203991
-4147925.884561199, 2866491.923331106, -3893898.9317791415
-4147925.3023857023, 2866492.6126558105, -3893898.864103361
-4147927.041790591, 2866490.539760091, -3893899.0604005144
-4147925.771527903, 2866492.9368643137, -3893897.8696228727
-4147927.2707883082, 2866490.698012583, -3893897.8389631337
-4147925.897207082, 2866494.1176055833, -3893897.037007514
-4147924.794841293, 2866494.447444115, -3893897.912621287
-4147923.9710078086, 2866494.9697669265, -3893899.054418125
-4147923.1342446194, 2866495.4853958446, -3893900.18203991
-4147920.891136359, 2866496.1185501073, -3893901.8969985154
-4147922.0255483505, 2866495.8108587936, -3893901.051671016
-4147920.8870648667, 2866495.0240893904, -3893902.8484802432
-4147920.9709225707, 2866497.267576727, -3893901.0210112557
-4147921.4631534806, 2866496.5138529353, -3893901.0026901797
-4147922.4935160414, 2866496.1342562484, -3893900.0590269994
-4147923.772657238, 2866495.9265821516, -3893897.912621287
-4147923.255759207, 2866496.661018041, -3893897.906638899
-4147925.958656062, 2866495.251718237, -3893896.1426986554
-4147926.2723322785, 2866493.2829534877, -3893896.9080123007
-4147926.1768566486, 2866494.310862131, -3893895.866387233
-4147926.9954078966, 2866493.7826468926, -3893894.7186079277
-4147927.0886606066, 2866492.7554436657, -3893895.762069389
-4147926.1097148526, 2866495.356110001, -3893894.8476030813
-4147924.9428017247, 2866496.73523115, -3893896.148681041
-4147923.8408314423, 2866497.065342689, -3893897.0246688416
-4147922.3603173187, 2866497.133854311, -3893898.980759955
-4147922.82945919, 2866497.4580633277, -3893897.98627944
-4147923.1546056555, 2866497.6827617018, -3893896.85865761
-4147921.315455168, 2866497.505672331, -3893899.911710626
-4147921.932968798, 2866497.9324165112, -3893899.0604005144
-4147920.9089361983, 2866498.3163874857, -3893900.0100461743
-4147922.70154143, 2866498.4635527995, -3893896.913994687
-4147922.350283745, 2866498.2208097, -3893898.016939179
-4147923.9362332593, 2866498.2229196634, -3893894.7245903113
-4147922.994246402, 2866498.6658319673, -3893895.7557131043
-4147924.53779538, 2866497.5469921012, -3893894.8105870807
-4147926.301265706, 2866496.5801321566, -3893892.641339947
-4147926.837945006, 2866495.8593659163, -3893892.6660172697
-4147926.8932061787, 2866494.80590755, -3893893.670626493
-4147925.2272539637, 2866498.023454805, -3893892.5923592006
-4147925.7896491676, 2866497.320460021, -3893892.641339947
-4147924.4370367723, 2866498.569009033, -3893893.762979524
-4147923.834426071, 2866499.246453619, -3893893.6769827744
-4147923.4507276886, 2866498.9812917775, -3893894.749267645
-4147922.057772996, 2866500.201960793, -3893895.835727508
-4147922.165257323, 2866499.1845916943, -3893896.8896912416
-4147922.894662225, 2866499.688660593, -3893894.7062692605
-4147921.833385308, 2866498.9552453314, -3893898.0109567908
-4147921.338132304, 2866498.6129914816, -3893898.980759955
-4147920.7951225587, 2866499.329382263, -3893898.950100209
-4147921.238548632, 2866499.6358202603, -3893897.93131625
-4147920.5710553443, 2866500.2684259764, -3893897.7839999436
-4147921.7035444076, 2866501.0510543194, -3893894.546614389
-4147920.8472694177, 2866501.550957395, -3893895.6577515444
-4147922.832674333, 2866500.737471058, -3893893.695303821
-4147923.408125618, 2866500.043499073, -3893893.756623243
-4147924.185682994, 2866499.4891961925, -3893892.574038158
-4147924.560809177, 2866498.6545442026, -3893892.4450430637
-4147924.518333026, 2866499.7190801306, -3893891.450562217
-4147924.235248873, 2866500.6150980666, -3893891.665553992
-4147923.7399968724, 2866500.2728449097, -3893892.6353575657
-4147923.183931172, 2866500.980213758, -3893892.5923592006
-4147922.2755601653, 2866501.4463568074, -3893893.6523054466
-4147922.2889530743, 2866501.455612235, -3893892.2300512386
-4147921.6807230185, 2866502.126931751, -3893893.5726649784
-4147921.2776392163, 2866501.848372833, -3893894.626628774
-4147919.8426225698, 2866501.948324989, -3893896.6257184288
-4147920.2065397985, 2866502.199817179, -3893895.5347387465
-4147920.649965149, 2866502.506255027, -3893894.515954671
-4147921.1701538856, 2866502.8657417297, -3893893.5726649784
-4147921.512128368, 2866502.0104211317, -3893891.978417329
-4147922.4597922238, 2866501.573673914, -3893890.953650791
-4147923.4841398546, 2866501.187678661, -3893891.438223558
-4147923.9200601163, 2866501.4889296256, -3893890.415293208
-4147924.4436846403, 2866500.759141502, -3893890.427631864
-4147921.7541799876, 2866502.1776956213, -3893890.769318713
-4147922.9795849156, 2866501.9328866485, -3893890.0099870665
-4147922.189704418, 2866502.4786732686, -3893889.746014617
-4147921.1787283276, 2866502.871667267, -3893890.7079993193
-4147921.1443799003, 2866502.8479301077, -3893892.113394805
-4147920.7692528698, 2866503.682581632, -3893892.2423899
-4147920.4765487476, 2866503.480302589, -3893893.400671479
-4147919.7665303526, 2866502.9896301636, -3893895.6024144804
-4147919.2269557533, 2866502.6167463353, -3893896.527382947
-4147919.419757057, 2866501.656095423, -3893897.660987089
-4147918.6578340726, 2866503.3150920104, -3893896.4720458705
-4147918.862642768, 2866502.3649805537, -3893897.6179886744
-4147919.1716929865, 2866503.670204635, -3893895.522773976
-4147919.6147226007, 2866503.976369235, -3893894.5036160043
-4147920.362732824, 2866504.493296871, -3893892.3407252915
-4147920.4034112766, 2866504.5214085407, -3893890.9413121333
-4147921.1675174995, 2866503.957810377, -3893889.746014617
-4147922.7553893933, 2866502.8696008967, -3893888.8457230874
-4147923.908849666, 2866502.5750729223, -3893889.4533082615
-4147923.900593521, 2866503.661016531, -3893887.0552680544
-4147922.367836511, 2866505.8789644404, -3893887.0552680544
-4147924.248224645, 2866502.8096045274, -3893888.3361884807
-4147921.2226328067, 2866505.087548194, -3893888.8457230874
-4147920.185545326, 2866505.4624971333, -3893889.7830305835
-4147919.950998586, 2866505.30040879, -3893890.996275248
-4147919.676901434, 2866505.1109883217, -3893892.1750881113
-4147919.5202923445, 2866505.0027603926, -3893893.461990901
-4147919.234313697, 2866504.805128973, -3893894.626628774
-4147917.529752074, 2866503.627156643, -3893897.323356062
-4147918.2871911456, 2866503.0589516982, -3893897.556669197
-4147917.661439405, 2866502.626513267, -3893899.8380524386
-4147916.3845454776, 2866502.835738097, -3893899.113809251
-4147918.1990703335, 2866506.2752426695, -3893894.6142901075
-4147916.501234753, 2866505.101917615, -3893897.3173736744
-4147916.5165518704, 2866504.0208539832, -3893898.287176679
-4147919.112723626, 2866505.814992497, -3893893.5603263145
-4147919.0157371764, 2866505.7479679934, -3893892.0337543553
-4147919.4267204935, 2866506.0319865667, -3893890.984310488
-4147920.6273993803, 2866505.767849455, -3893888.765708794
-4147919.6023190827, 2866506.153337626, -3893889.715354927
-4147919.986016194, 2866506.4184994986, -3893888.6430700636
-4147921.772602921, 2866506.55926589, -3893886.975253797
-4147920.575152634, 2866507.9172844114, -3893886.809616808
-4147921.1248895554, 2866507.205541633, -3893886.846632749
-4147919.20885421, 2866506.973075095, -3893889.826028929
-4147919.436675049, 2866507.1305154865, -3893888.606428004
-4147918.974307521, 2866506.810986663, -3893891.0392736024
-4147918.3813952226, 2866506.401242126, -3893893.351690722
-4147918.674099193, 2866506.6035213727, -3893892.1934091537
-4147917.9875346175, 2866507.2207059604, -3893893.461990901
-4147918.163529263, 2866507.342330815, -3893892.1934091537
-4147918.28847576, 2866507.4286777573, -3893890.8736364613
-4147918.6334017348, 2866507.667046211, -3893889.7647095495
-4147919.2911951696, 2866508.1216283985, -3893887.5136118187
-4147920.4352233508, 2866508.9122334807, -3893885.7249931046
-4147921.696903754, 2866507.600843948, -3893885.9523232784
-4147921.1471667574, 2866508.3125868244, -3893885.915307346
-4147922.214852131, 2866506.8648912925, -3893885.9583056513
-4147921.681584045, 2866508.6819071523, -3893884.98251937
-4147922.0817747707, 2866507.8668170725, -3893884.878201765
-4147920.7358260844, 2866509.119971413, -3893884.5712313224
-4147919.8001695983, 2866509.5672578667, -3893885.608336832
-4147918.656141593, 2866508.7766526043, -3893887.3969554924
-4147917.6079255086, 2866508.052260239, -3893890.7139816987
-4147917.9528514175, 2866508.2906287382, -3893889.605054824
-4147917.119399939, 2866507.7146540927, -3893891.6901413347
-4147916.8069148813, 2866507.4987045443, -3893892.8297278415
-4147917.5583399506, 2866506.924101829, -3893894.4912773375
-4147917.1622377746, 2866508.8359079296, -3893890.7753010923
-4147916.0915339338, 2866509.187624443, -3893891.683785055
-4147916.0625306466, 2866508.075931277, -3893892.608753585
-4147917.3445618674, 2866508.9619069803, -3893889.512701857
-4147917.5119615034, 2866510.169242342, -3893887.2806730643
-4147918.6463727844, 2866509.861551874, -3893886.435344512
-4147918.9909022693, 2866510.0996465064, -3893885.3260436063
-4147919.5640905285, 2866510.495760784, -3893884.4298977926
-4147918.0839754143, 2866510.564545211, -3893886.386363822
-4147916.843608367, 2866510.7990123993, -3893888.5694120456
-4147916.9428384695, 2866510.8675875836, -3893887.225336089
-4147916.8082759115, 2866509.6829448445, -3893889.488398444
-4147915.874841617, 2866510.129524448, -3893890.5236672405
-4147915.0805569584, 2866509.580616252, -3893892.6457695775
-4147915.5030255034, 2866509.872572598, -3893891.6101269857
-4147916.06219323, 2866508.0756980977, -3893894.043346339
-4147915.2137597096, 2866508.581019145, -3893893.7240365953
-4147916.761080602, 2866507.467029776, -3893894.2213222613
-4147915.173080658, 2866508.5529069863, -3893895.1234497554
-4147916.6167478366, 2866507.3672855007, -3893895.522773976
-4147915.833196865, 2866507.917445154, -3893895.2647836087
-4147914.1497811554, 2866508.937382795, -3893894.638876544
-4147914.6838038284, 2866509.306431119, -3893893.7057155445
-4147914.6532061086, 2866510.379177433, -3893892.725410045
-4147915.207346577, 2866510.7621287564, -3893890.376351137
-4147915.0175178084, 2866510.6309432858, -3893891.6348043084
-4147916.2846498177, 2866510.41273158, -3893889.4760597884
-4147916.331989289, 2866511.5393385775, -3893888.5694120456
-4147914.5733410553, 2866511.415635096, -3893890.25969473
-4147914.996204728, 2866511.707864727, -3893889.2244259943
-4147913.94126268, 2866510.9788228506, -3893892.5350954994
-4147913.781947947, 2866511.9603750343, -3893891.432151145
-4147913.642228881, 2866510.7721686913, -3893893.6873944937
-4147914.1658550263, 2866510.0423824284, -3893893.699733161
-4147913.735486001, 2866509.7449661647, -3893894.7308557187
-4147914.951984301, 2866508.400113457, -3893896.349406943
-4147914.220655664, 2866508.986362211, -3893896.1407712074
-4147913.390559348, 2866509.506596788, -3893895.8397823763
-4147913.914895535, 2866508.775059828, -3893897.2867139354
-4147914.4448513123, 2866508.049647985, -3893897.305034999
-4147912.9032077724, 2866509.1698014424, -3893896.8141052783
-4147912.7308385605, 2866510.1423315257, -3893895.69882239
-4147912.158823487, 2866509.747027402, -3893896.593130819
-4147913.173088728, 2866510.4479586384, -3893894.681874939
-4147913.0469946056, 2866511.4524684926, -3893893.6073801084
-4147912.6751780896, 2866511.1955160713, -3893894.6938397097
-4147913.0756814717, 2866512.56618516, -3893891.248192922
-4147913.9978878535, 2866512.1096053114, -3893890.1983753364
-4147912.860915955, 2866512.417766415, -3893892.4801323595
-4147914.8301636674, 2866512.6847688034, -3893888.1151252845
-4147913.6033733743, 2866512.930859019, -3893890.3090493637
-4147912.009042564, 2866514.0123603106, -3893891.2051945576
-4147912.265681395, 2866513.098066038, -3893892.4001179924
-4147913.0018087095, 2866513.6067842687, -3893890.223052654
-4147912.0121445116, 2866512.9228533646, -3893893.5954153407
-4147912.5096598356, 2866512.1750226393, -3893893.5830766736
-4147911.7410900886, 2866511.643884499, -3893895.7294821218
-4147912.0013530166, 2866511.823745297, -3893894.5405410854
-4147912.161715618, 2866510.840675929, -3893895.643485313
-4147911.5897006225, 2866510.4453717084, -3893896.5377937295
-4147911.8194475793, 2866509.5124939037, -3893897.7102499977
-4147912.3300178945, 2866508.773685593, -3893897.7102499977
-4147913.3417055155, 2866508.378944033, -3893898.1828587633
-4147912.2189045716, 2866508.6968982145, -3893899.0401510643
-4147911.740775445, 2866509.4581257226, -3893899.070810817
-4147910.9121232796, 2866509.97711618, -3893898.770195679
-4147911.276435955, 2866510.2288828986, -3893897.6795902518
-4147911.1690751524, 2866511.2485801685, -3893896.623790558
-4147910.6420103614, 2866513.0676399423, -3893895.655823985
-4147911.4258997943, 2866512.5177150555, -3893894.4792216355
-4147910.6193376137, 2866511.960321141, -3893896.5867745318
-4147911.475462261, 2866513.6436168537, -3893893.5707380064
-4147910.5140884086, 2866514.073128486, -3893894.58353948
-4147910.898960321, 2866514.339103548, -3893893.5094185714
-4147910.915328811, 2866513.2565232073, -3893894.4792216355
-4147911.230435092, 2866514.5681772204, -3893892.3877793285
-4147910.069995577, 2866512.672335415, -3893896.5501324045
-4147909.584487347, 2866513.4307051464, -3893896.5748097557
-4147909.942073853, 2866513.677823967, -3893895.4778479813
-4147910.234860696, 2866511.694619253, -3893897.661269184
-4147910.3941743667, 2866510.713066815, -3893898.764213288
-4147910.5739215976, 2866509.743394069, -3893899.8854784397
-4147910.2375641125, 2866510.6048376276, -3893900.0511159236
-4147909.4737941823, 2866511.168666198, -3893899.8118202365
-4147909.685123089, 2866512.406360057, -3893897.6242531496
-4147909.0112979272, 2866513.034588708, -3893897.47095442
-4147908.911314776, 2866514.0571432724, -3893896.421137162
-4147909.9188536094, 2866514.753427663, -3893894.5035250764
-4147909.3468391364, 2866514.3581230496, -3893895.3978335597
-4147910.323506666, 2866515.03307307, -3893893.4480991354
-4147910.5121610784, 2866515.163447323, -3893892.1914823996
-4147911.464981727, 2866514.730266356, -3893891.174534854
-4147912.478181929, 2866514.336570313, -3893890.210713995
-4147910.8895279844, 2866515.4242359665, -3893891.1132154465
-4147911.9471766315, 2866515.0634988295, -3893890.192392957
-4147911.495157581, 2866515.8427711343, -3893890.24772997
-4147910.079527566, 2866515.9561162563, -3893892.2651404855
-4147909.207305253, 2866515.353345432, -3893894.3135843417
-4147908.6352908784, 2866514.958040736, -3893895.207892781
-4147908.4809456593, 2866513.7597261523, -3893897.452259453
-4147908.238537738, 2866514.6838546554, -3893896.267838468
-4147907.9674830716, 2866513.4048852534, -3893898.401904745
-4147908.7510345327, 2866512.854727383, -3893898.6598953484
-4147908.924452303, 2866511.880680279, -3893899.775178084
-4147908.393051844, 2866512.607334771, -3893899.7564831087
-4147907.668448401, 2866513.19823002, -3893899.554203473
-4147907.073213827, 2866513.878528715, -3893899.4741889774
-4147907.8469398287, 2866514.4132312248, -3893897.335602859
-4147908.110615472, 2866515.689343057, -3893895.1955541093
-4147907.433039173, 2866515.2210870013, -3893897.427955996
-4147908.682629775, 2866516.0846478543, -3893894.3012456726
-4147909.9124375936, 2866516.93453732, -3893891.1558399126
-4147909.4183616876, 2866516.593093802, -3893892.123806697
-4147910.776487684, 2866516.4377678013, -3893890.0510592335
-4147910.027613035, 2866518.1057836344, -3893888.874456854
-4147911.2579033487, 2866516.7704620156, -3893889.071127546
-4147909.7934625717, 2866517.943968036, -3893890.0880752085
-4147909.2657711576, 2866517.5792935416, -3893891.0272187167
-4147908.517763069, 2866517.0623636385, -3893893.1901088273
